source_section,rank,country,name,url,industry,headquarters,year_founded,founders,funding_amount,last_funding_status,top_investors
table,23,Malaysia,Asia Digital Engineering,https://ade.aero/,Mobility,,2018,,MYR446M,Venture Round,
table,24,Malaysia,HealthMetrics,https://healthmetrics.com/,Cloud,,2015,,$6.6M,Series A,
table,25,Malaysia,Qualitas Health,https://qualitashealth.com.my/,Healthcare,,1997,,$10M,Series A,
table,26,Malaysia,CelcomDigi,https://celcomdigi.com/,Hardware,,2022,,—,—,
table,27,Malaysia,myTukar.com,http://www.mytukar.com/,Mobility,,2017,,$30.9M,Corporate Round,
table,28,Malaysia,TheLorry,http://www.thelorry.com/,Marketplace,,2014,,$7.5M,Debt Financing,
table,29,Malaysia,MX Global,https://mxglobal.com.my/,Crypto,,2018,,$1.6M,Corporate Round,
table,30,Malaysia,MDT Innovations,http://www.mmdt.cc/,Enterprise,,2004,,$28.4M,Venture Round,
table,31,Malaysia,Zoom,http://www.zoomitnow.co/,Logistics,,2016,,MYR4M,Seed,
table,32,Malaysia,URBANMETRY,http://urbanmetry.com/,Analytics,,2014,,$2M,—,
table,33,Malaysia,AVANA,http://avana.asia/,Retail,,2016,,$1.5M,Seed,
table,34,Malaysia,Krenovator,https://www.krenovator.io/,AI,,2019,,$62k,Seed,
table,35,Malaysia,Baloy Sdn. Bhd.,https://baloy.com.my/,Retail,,2019,,MYR23.3M,Series B,
table,36,Malaysia,Merchantrade,https://mtradeasia.com/,Fintech,,1997,,MYR50M,Corporate Round,
table,37,Malaysia,Speedhome,https://speedhome.com/,Media,,2015,,MYR7M,Series A,
table,38,Malaysia,Collektr,https://collektr.co/,Enterprise,,2022,,$1.3M,Seed,
table,39,Malaysia,MHub,https://apps.mhub.my/,Fintech,,2014,,MYR3M,Seed,
table,40,Malaysia,Googolplex Holdings,http://www.googolplex.com.my/,Real Estate,,2017,,MYR12.9M,Series B,
table,41,Malaysia,Sand Town Solar,,Energy,,—,,MYR91.5M,Debt Financing,
table,42,Malaysia,SERV,http://www.servx.io/,Mobility,,2017,,MYR2.4M,Seed,
table,43,Malaysia,Motherhood Care+,https://www.motherhood.care/,Healthcare,,2023,,MYR20M,Seed,
table,44,Malaysia,MyStartr.com,http://www.mystartr.com/,Fintech,,2012,,MYR5.6M,Equity Crowdfunding,
table,45,Malaysia,Silentmode Sdn. Bhd.,https://silentmode.my/,Retail,,2014,,$582k,Series A,
table,46,Malaysia,ReSkills,https://reskills.com/,Media,,2020,,$2.1M,Angel,
table,47,Malaysia,ISATEC,http://www.isatec.com/,Enterprise,,1994,,MYR14.6M,Series A,
table,48,Malaysia,Robopreneur,https://www.robopreneur.com/,AI,,2015,,MYR1M,Seed,
table,49,Malaysia,LocalPasar,https://localpasar.com/,AgTech,,2025,,$110k,Pre-Seed,
table,50,Malaysia,Eatcosys,https://eatcosys.com/,Food,,2020,,MYR12.4M,Equity Crowdfunding,
table,51,Malaysia,Bayo Pay (M) Sdn Bhd,http://bayo.my/,Fintech,,2016,,$2.2M,Series A,
table,52,Malaysia,Plant Cartridge,https://plantcartridge.com/,AgTech,,2016,,$3M,Seed,
table,53,Malaysia,Perusahaan Otomobil Nasional Sdn Bhd,https://www.proton.com/,Mobility,,1983,,MYR1.9B,Debt Financing,
table,54,Malaysia,StoreHub,https://www.storehub.com/,Infrastructure,,2013,,$50.9M,Venture Round,
table,55,Malaysia,Xtractify,https://xtractify.ai/,AI,,2023,,MYR800k,Pre-Seed,
table,56,Malaysia,Fundaztic,https://www.fundaztic.com/,Fintech,,2016,,MYR6.7M,Equity Crowdfunding,
table,57,Malaysia,RunCloud,https://runcloud.io/,Cloud,,2017,,$390k,Seed,
table,58,Malaysia,Delyva,https://delyva.com/,Retail,,2019,,$110k,Grant,
table,59,Malaysia,KAMI,https://kamiunlimited.com/,Media,,2021,,$250k,Seed,
table,60,Malaysia,DotConnector,https://www.dotconnector.ai/,Enterprise,,2021,,$423.2k,Seed,
table,61,Malaysia,MessengerCo,https://messengerco.ai/,Enterprise,,2021,,$112.1k,Grant,
table,62,Malaysia,PayrollPanda,https://www.payrollpanda.my/,SaaS,,2015,,$700k,Seed,
table,63,Malaysia,TAG La Technology Sdn. Bhd,https://tagla.com.my/,Hardware,,2015,,MYR755k,Seed,
table,64,Malaysia,Hometaste,https://hometaste.my/,Food,,2017,,$666.8k,Equity Crowdfunding,
table,65,Malaysia,TTN,https://tantannews.com/,Marketing,,2012,,MYR2M,Corporate Round,
table,66,Malaysia,Kapitani,https://www.kapitani.co/,AgTech,,2020,,MYR200k,Pre-Seed,
table,67,Malaysia,Happy Bunch,http://www.happybunch.com.my/,Retail,,2014,,$971.4k,Equity Crowdfunding,
table,68,Malaysia,Lokein,https://www.lokein.my/,Retail,,2019,,$547k,Grant,
table,69,Malaysia,Shoppego,https://shoppego.com/,Marketing,,2019,,MYR700k,Grant,
table,70,Malaysia,BookDoc,https://www.bookdoc.com/,Healthcare,,2015,,$2M,Venture Round,
table,71,Malaysia,Fashion Library Berhad,http://flib.my/,Fashion,,2017,,MYR7.2M,Pre-Seed,
table,72,Malaysia,TailorTech,http://www.tailortech.com.my/,Enterprise,,2016,,$110k,Pre-Seed,
table,73,Malaysia,BabyDash,https://www.babydash.com.my/,Enterprise,,2011,,MYR3.3M,Equity Crowdfunding,
table,74,Malaysia,Blinkware Technology,http://blinkwaretechnology.com/,AI,,2013,,MYR1M,Corporate Round,
table,75,Malaysia,Otter Barista,https://otterbarista.com/,Food,,2021,,MYR260k,Pre-Seed,
table,76,Malaysia,MyCash Online,http://mycashmy.com/,Retail,,2016,,CN¥1.3M,Venture Round,
table,77,Malaysia,Surveymy,https://www.surveymy.com/,Media,,2009,,£2M,Equity Crowdfunding,
table,78,Malaysia,CARE Concierge,https://mycareconcierge.com/,Healthcare,,2017,,MYR300k,Undisclosed,
table,79,Malaysia,DIDIGO,http://www.didigo.com.my/,Mobility,,2019,,$50k,Pre-Seed,
table,80,Malaysia,Reyhut,https://reyhut.com/,Travel,,2024,,MYR320k,Pre-Seed,
table,81,Malaysia,TrackerHero,https://www.trackerhero.com/,Enterprise,,2016,,MYR900k,Debt Financing,
table,82,Malaysia,Bjak,https://bjak.com/,InsurTech,,2019,,—,—,
table,83,Malaysia,RentGuard,https://rentguard.com.my/,Fintech,,2016,,MYR1.5M,Seed,
table,84,Malaysia,Supplybunny,http://www.supplybunny.com/,Food,,2016,,$300k,Seed,
table,85,Malaysia,The Custom Movement,https://www.thecustommovement.com/,Communications,,2000,,$150k,Seed,
table,86,Malaysia,ZeroHero,https://www.zerohero.my/,Retail,,2020,,$196k,Pre-Seed,
table,87,Malaysia,KryptoPOS,https://kryptopos.com/,Infrastructure,,2017,,MYR790k,Seed,
table,88,Malaysia,Unearth,https://www.unearthstore.com/,Retail,,2021,,MYR150k,Seed,
table,89,Malaysia,24 Dokan,https://www.24dokan.com/,Retail,,2020,,$250k,Seed,
table,90,Malaysia,Payex,https://www.payex.io/,Retail,,2020,,$253k,Corporate Round,
table,91,Malaysia,The Rainmakers,https://www.therainmakers.xyz/,Real Estate,,2022,,MYR540k,Pre-Seed,
table,92,Malaysia,WIPDATA,https://www.wipdata.com/,Enterprise,,2019,,$151.8k,Seed,
table,93,Malaysia,ERTH,https://www.erth.app/,Hardware,,2018,,MYR350k,Venture Round,
table,94,Malaysia,Agiliux,https://www.agiliux.com/,InsurTech,,2020,,$46.4k,—,
table,95,Malaysia,Anak2U,http://anak2u.com.my/,SaaS,,2019,,MYR850k,Pre-Seed,
table,96,Malaysia,ROGER,https://www.roger.com.my/,Mobility,,2019,,MYR1.3M,Angel,
table,97,Malaysia,ATX Group,http://www.atx.my/,Fintech,,2011,,$46.4k,Pre-Seed,
table,98,Malaysia,AZR,http://www.azrtek.com/,Mobility,,2019,,$250k,Pre-Seed,
table,99,Malaysia,Revo,https://revopod.com/,Infrastructure,,2020,,$50k,Pre-Seed,
table,100,Malaysia,BiiB,https://getbiib.com/,Sports,,2015,,$46.4k,Pre-Seed,
top10,1,Indonesia,Honest,https://honestbank.com/,,,,,,,
top10,2,Indonesia,ASTRO,https://www.astronauts.id/,,,,,,,
top10,3,Indonesia,DANA,https://www.dana.id/,,,,,,,
top10,4,Indonesia,Stockbit,https://stockbit.com/,,,,,,,
top10,5,Indonesia,Pintarnya,https://pintarnya.com/,,,,,,,
top10,6,Indonesia,Amartha,https://amartha.com/,,,,,,,
top10,7,Indonesia,PasarPolis,https://www.pasarpolis.com/,,,,,,,
top10,8,Indonesia,Mekari,https://mekari.com/,,,,,,,
top10,9,Indonesia,Xendit,http://www.xendit.co/,,,,,,,
top10,10,Indonesia,Investree,https://www.investree.id/,,,,,,,
table,11,Indonesia,eFishery,http://efishery.com/,AgTech,,2013,,$372.9M,Debt Financing,
table,12,Indonesia,Ula,https://ula.app/,Media,,2020,,$167.7M,Secondary Market,
table,13,Indonesia,JULO,https://www.julo.co.id/,Fintech,,2016,,$155M,Debt Financing,
table,14,Indonesia,VIDA,https://www.vida.id/,Enterprise,,2018,,$47.7M,—,
table,15,Indonesia,Chickin,https://chickin.id/,AgTech,,2018,,$35.3M,Debt Financing,
table,16,Indonesia,Pluang,https://pluang.com/,Fintech,,2019,,$113M,Series B,
table,17,Indonesia,Blitz Electric Mobility,https://www.rideblitz.com/,Mobility,,2019,,$2.6M,Seed,
table,18,Indonesia,Ajaib,https://www.ajaib.co.id/,Fintech,,2019,,$246.3M,Series B,
table,19,Indonesia,TaniHub,http://www.tanihub.com/,AgTech,,2015,,$94.5M,Series B,
table,20,Indonesia,Alodokter,http://alodokter.com/,Healthcare,,2014,,$53.3M,Series D,
table,21,Indonesia,OY!,https://www.oyindonesia.com/,Fintech,,2017,,$60M,Venture Round,
table,22,Indonesia,PROTON Holdings,http://www.proton.com/,Mobility,,1983,,CN¥460.3M,Undisclosed,
table,23,Indonesia,Finku,https://www.finku.id/,Media,,2021,,$2.8M,Seed,
table,24,Indonesia,Pasarnow,https://www.pasarnow.com/,Retail,,2019,,$12.8M,Series A,
table,25,Indonesia,Mapan,https://www.mapan.id/,Media,,2007,,$15.1M,Series A,
table,26,Indonesia,Zi.Care,https://zicare.id/,Healthcare,,2017,,$3.8M,Series A,
table,27,Indonesia,Bababos,https://www.bababos.com/,Enterprise,,2022,,IDR46.1B,Seed,
table,28,Indonesia,Delta138,https://akses2025.wiki/utama/,Gaming,,2021,,—,—,
table,29,Indonesia,Pashouses.id,https://pashouses.id/,Data,,2020,,$5M,Series A,
table,30,Indonesia,Verihubs,https://verihubs.com/,AI,,2019,,$2.8M,Seed,
table,31,Indonesia,Ismaya Group,https://www.ismaya.com/,Fashion,,2003,,IDR266B,Venture Round,
table,32,Indonesia,UpBanx,https://upbanx.com/,Fintech,,2021,,$5.2M,Pre-Seed,
table,33,Indonesia,MilikiRumah,https://www.milikirumah.com/id,Real Estate,,2024,,SGD2.6M,Seed,
table,34,Indonesia,Maha Karta,,Media,,2016,,$30M,Angel,
top10,1,Vietnam,Dat Bike,https://dat.bike/,,,,,,,
top10,2,Vietnam,Stride,https://www.stride.vn/en,,,,,,,
top10,3,Vietnam,EAERA,https://www.eaera.com/,,,,,,,
top10,4,Vietnam,Tiki,http://tiki.vn/,,,,,,,
top10,5,Vietnam,AI Hay,https://ai-hay.vn/,,,,,,,
top10,6,Vietnam,Gene Solutions,https://genesolutions.vn/,,,,,,,
top10,7,Vietnam,Meteora,https://www.meteora.ag/,,,,,,,
top10,8,Vietnam,VNLIFE,https://vnlife.vn/,,,,,,,
top10,9,Vietnam,COOLMATE,https://www.coolmate.me/,,,,,,,
top10,10,Vietnam,Meey Land Group Joint Stock Company,https://meeygroup.com/,,,,,,,
table,11,Vietnam,SON KIM LAND,http://sonkimland.vn/,Media,,1993,,$404M,Debt Financing,
table,12,Vietnam,Momo,https://momo.vn/,Fintech,,2007,,$433.8M,Series E,
table,13,Vietnam,F88,http://www.f88.vn/,Retail,,2013,,$215.8M,Debt Financing,
table,14,Vietnam,Techcoop,https://techcoop.vn/,AgTech,,2022,,$75M,Debt Financing,
table,15,Vietnam,U2U Network,https://u2u.xyz/,Crypto,,2022,,$13.8M,Series A,
table,16,Vietnam,Nano Technologies,https://www.vuiapp.vn/,Fintech,,2020,,$9.4M,Seed,
table,17,Vietnam,Prep,https://prepedu.com/vi/,Education,,2020,,$9M,Series A,
table,18,Vietnam,The CrownX,,Retail,,2019,,$1.1B,Private Equity,
table,19,Vietnam,Jio Health,https://www.jiohealth.com/,Healthcare,,2016,,$27.7M,Series B,
table,20,Vietnam,Nhi Dong 315,https://www.nhidong315.com/,Healthcare,,2019,,$135M,Venture Round,
table,21,Vietnam,Telio.vn,https://www.telio.vn/,Enterprise,,2019,,$64M,Venture Round,
table,22,Vietnam,Mirai Labs,https://mirailabs.co/,Crypto,,2021,,$4M,Seed,
table,23,Vietnam,Buymed,https://thuocsi.vn/,Enterprise,,2018,,$63.5M,Convertible Note,
table,24,Vietnam,Sendo,https://www.sendo.vn/,Retail,,2012,,$112M,Convertible Note,
table,25,Vietnam,Orochi Network,https://www.orochi.network/,SaaS,,2021,,$12M,Seed,
table,26,Vietnam,Homebase,http://www.homebase.com.vn/,Fintech,,2019,,$30M,Debt Financing,
table,27,Vietnam,HYRA HOLDINGS,https://hyraholdings.com/,Retail,,2021,,$3.9M,Seed,
table,28,Vietnam,Finhay,https://finhay.com.vn/,Fintech,,2017,,$26.1M,Series B,
table,29,Vietnam,Be Group,https://www.be.xyz/,Logistics,,2018,,$90.3M,Venture Round,
table,30,Vietnam,Okxe,https://www.okxe.vn/,Mobility,,2018,,$22.8M,Series A,
table,31,Vietnam,Ancient8,https://ancient8.gg/,Crypto,,2021,,$10M,Grant,
table,32,Vietnam,Concung,https://concung.com/,Retail,,2012,,$106.8M,Private Equity,
table,33,Vietnam,Topica Edtech Group,https://topica.edu.vn/,Education,,2008,,$53.5M,Venture Round,
table,34,Vietnam,Selex Motors,http://selex.vn/,Mobility,,2018,,$5.5M,Convertible Note,
table,35,Vietnam,GIMO,https://gimo.vn/,Fintech,,2019,,$19.5M,Series A,
table,36,Vietnam,Copper Mountain Energy,https://cmenergy.vn/,Enterprise,,2018,,$52M,Debt Financing,
table,37,Vietnam,METUB Network,https://metub.net/,Marketing,,2014,,$21.5M,Series B,
table,38,Vietnam,NextTech Group of Technopreneurs,http://nexttech.asia/,Retail,,2001,,—,—,
table,39,Vietnam,An Binh Commercial Joint Stock Bank (ABBANK),https://www.abbank.vn/,Fintech,,1993,,$150M,Debt Financing,
table,40,Vietnam,Fundiin,https://fundiin.vn/,Retail,,2019,,$6.8M,Series A,
table,41,Vietnam,FastHub Vietnam,https://fasthub.vn/,Retail,,2023,,$300k,Seed,
table,42,Vietnam,Kilo,https://kilo.vn/,Retail,,2020,,$8M,Series A,
table,43,Vietnam,MFast (DigiPay J.S.C.),https://mfast.vn/,Fintech,,2017,,$10M,Series A,
table,44,Vietnam,EQuest Education Group,https://equest.vn/,Education,,2003,,$120M,Private Equity,
table,45,Vietnam,Pharmacity,http://www.pharmacity.vn/,Healthcare,,2011,,$31.8M,Series C,
table,46,Vietnam,Citics,https://citics.vn/,Real Estate,,2018,,$4.4M,Seed,
table,47,Vietnam,Vinschool,https://vinschool.edu.vn/,Nonprofit,,2024,,$150M,Debt Financing,
table,48,Vietnam,Timo,https://timo.vn/en,Fintech,,2015,,$30M,Venture Round,
table,49,Vietnam,Kamereo,http://www.kamereo.vn/,Retail,,2018,,$14.9M,Series B,
table,50,Vietnam,Vuihoc.vn,https://vuihoc.vn/,Education,,2019,,$8M,Series A,
table,51,Vietnam,M Village,https://mvillage.vn/,Real Estate,,2020,,$4M,Series B,
table,52,Vietnam,MindX Technology,https://mindx.edu.vn/,SaaS,,2014,,$18.5M,Series B,
table,53,Vietnam,International Dairy Products,https://idp.vn/,Food,,2004,,$145.4M,Private Equity,
table,54,Vietnam,Edupia,https://edupia.vn/,Education,,2018,,$24M,Series A,
table,55,Vietnam,Shinhan Finance,https://shinhanfinance.com.vn/,Fintech,,2019,,$84.1M,Corporate Round,
table,56,Vietnam,SmartSolar,https://www.smartsolar.com.vn/,Manufacturing,,2024,,$1.9M,Seed,
table,57,Vietnam,Bach Hoa Xanh,https://www.bachhoaxanh.com/,Logistics,,2010,,₫1800B,Secondary Market,
table,58,Vietnam,Marathon Education,https://www.marathon.edu.vn/,Education,,2021,,$7.1M,Seed,
table,59,Vietnam,Loship,https://loship.vn/welcome/,Media,,2014,,$12M,Series C,
table,60,Vietnam,SSI Asset Management,https://www.ssi.com.vn/,Fintech,,1999,,—,—,
